quando|cidade|pais|nascer_do_sol|por_do_sol|velocidade_vento|ang_vento|visibilidade|temperatura_min|temperatura_max|pressao|umidade|sensacao_termica|condicao_meteorologica|descricao|longitude|latitude
2021-09-21 18:57:08|São Paulo|BR|2021-09-21 05:56:58|2021-09-21 18:02:12|5.14|140|4000|15.08|17.94|1019|90|17.04|Mist|névoa|-46.6361|-23.5475
2021-09-21 18:56:10|Guarulhos|BR|2021-09-21 05:56:34|2021-09-21 18:01:48|3.6|180|10000|15.03|17.88|1019|88|17.2|Mist|névoa|-46.5333|-23.4628
2021-09-21 18:55:30|Campinas|BR|2021-09-21 05:58:40|2021-09-21 18:03:55|9.26|130|10000|20.89|20.89|1015|78|21.07|Clouds|nuvens dispersas|-47.0608|-22.9056
2021-09-21 18:54:34|São Bernardo do Campo|BR|2021-09-21 05:56:42|2021-09-21 18:01:55|7.72|180|5000|14.84|17.69|1019|91|16.64|Mist|névoa|-46.565|-23.6939
2021-09-21 18:54:20|São José dos Campos|BR|2021-09-21 05:53:58|2021-09-21 17:59:13|3.6|190|8000|19.04|21.92|1019|77|19.69|Clouds|nublado|-45.8869|-23.1794
2021-09-21 18:54:02|Santo André|BR|2021-09-21 05:56:35|2021-09-21 18:01:49|7.72|180|5000|14.91|17.76|1019|91|16.77|Mist|névoa|-46.5383|-23.6639
2021-09-21 18:57:34|Ribeirão Preto|BR|2021-09-21 06:01:37|2021-09-21 18:06:57|2.57|240|9000|37.0|37.0|1010|13|34.4|Clouds|nublado|-47.8103|-21.1775
2021-09-21 18:57:20|Osasco|BR|2021-09-21 05:57:36|2021-09-21 18:02:50|5.14|140|4000|15.16|20.4|1018|90|17.12|Mist|névoa|-46.7917|-23.5325
2021-09-21 18:57:41|Sorocaba|BR|2021-09-21 06:00:16|2021-09-21 18:05:30|9.07|137|10000|21.43|21.43|1015|80|21.72|Clouds|nublado|-47.4581|-23.5017
2021-09-21 18:57:44|Mauá|BR|2021-09-21 05:56:17|2021-09-21 18:01:30|5.11|151|6966|15.04|17.89|1018|94|17.01|Clouds|nublado|-46.4614|-23.6678
2021-09-21 18:53:15|São José do Rio Preto|BR|2021-09-21 06:07:53|2021-09-21 18:13:14|3.6|240|10000|37.15|37.15|1010|8|34.15|Clear|céu limpo|-49.3794|-20.8197
2021-09-21 18:57:51|Mogi das Cruzes|BR|2021-09-21 05:55:11|2021-09-21 18:00:25|3.45|159|10000|15.11|18.2|1018|91|18.1|Clouds|nublado|-46.1883|-23.5228
2021-09-21 18:53:13|Santos|BR|2021-09-21 05:55:46|2021-09-21 18:00:59|3.09|220|3000|19.95|22.81|1017|88|20.44|Mist|névoa|-46.3336|-23.9608
2021-09-21 18:57:58|Diadema|BR|2021-09-21 05:56:55|2021-09-21 18:02:09|4.47|95|5000|14.9|17.75|1019|90|16.7|Mist|névoa|-46.6228|-23.6861
2021-09-21 18:57:02|Jundiaí|BR|2021-09-21 05:57:58|2021-09-21 18:03:12|7.32|137|10000|16.47|20.43|1015|79|19.74|Rain|chuva leve|-46.8842|-23.1864
2021-09-21 18:57:02|Piracicaba|BR|2021-09-21 06:01:00|2021-09-21 18:06:17|8.3|147|10000|21.85|21.85|1013|71|21.94|Clouds|nublado|-47.6492|-22.7253
2021-09-21 18:58:08|Carapicuíba|BR|2021-09-21 05:57:49|2021-09-21 18:03:03|6.86|146|10000|14.92|20.16|1017|82|16.62|Clouds|nublado|-46.8485|-23.5534
2021-09-21 18:57:05|Bauru|BR|2021-09-21 06:06:38|2021-09-21 18:11:56|1.54|180|10000|37.52|37.52|1011|26|37.45|Clear|céu limpo|-49.0606|-22.3147
2021-09-21 18:58:15|Itaquaquecetuba|BR|2021-09-21 05:55:49|2021-09-21 18:01:03|3.6|180|10000|15.09|18.17|1019|88|17.41|Clouds|nublado|-46.3483|-23.4861
2021-09-21 18:58:19|São Vicente|BR|2021-09-21 05:56:00|2021-09-21 18:01:13|3.09|220|3000|19.98|22.84|1017|88|20.58|Drizzle|garoa de leve intensidade|-46.3919|-23.9631
2021-09-21 18:58:22|Franca|BR|2021-09-21 05:59:58|2021-09-21 18:05:20|0.67|28|10000|28.14|28.14|1009|21|26.86|Clouds|algumas nuvens|-47.4008|-20.5386
2021-09-21 18:58:26|Praia Grande|BR|2021-09-21 05:56:03|2021-09-21 18:01:16|3.09|220|3000|19.96|22.82|1017|88|20.6|Drizzle|garoa de leve intensidade|-46.4028|-24.0058
2021-09-21 18:57:12|Guarujá|BR|2021-09-21 05:55:28|2021-09-21 18:00:41|3.09|220|3000|19.92|22.78|1017|88|20.35|Mist|névoa|-46.2564|-23.9931
2021-09-21 18:58:33|Taubaté|BR|2021-09-21 05:52:39|2021-09-21 17:57:54|5.14|180|10000|19.34|24.72|1016|73|22.1|Clouds|nublado|-45.5553|-23.0264
2021-09-21 18:58:36|Limeira|BR|2021-09-21 06:00:01|2021-09-21 18:05:17|7.56|145|10000|21.59|33.22|1012|66|21.53|Clouds|nublado|-47.4017|-22.5647
2021-09-21 18:58:40|Suzano|BR|2021-09-21 05:55:40|2021-09-21 18:00:54|4.09|154|10000|15.2|18.28|1018|88|17.35|Clouds|nublado|-46.3108|-23.5425
2021-09-21 18:56:17|Taboão da Serra|BR|2021-09-21 05:57:36|2021-09-21 18:02:50|7.72|180|5000|14.91|17.77|1019|91|16.8|Mist|névoa|-46.7917|-23.6261
2021-09-21 18:58:47|Sumaré|BR|2021-09-21 05:59:25|2021-09-21 18:04:41|8.49|142|10000|21.67|21.67|1013|67|21.64|Clouds|nublado|-47.252|-22.8374
2021-09-21 18:58:50|Barueri|BR|2021-09-21 05:57:56|2021-09-21 18:03:10|7.03|144|10000|16.58|20.54|1017|82|17.02|Clouds|nublado|-46.8761|-23.5106
2021-09-21 18:57:41|Embu|BR|2021-09-21 05:57:50|2021-09-21 18:03:04|6.27|148|10000|14.9|17.75|1018|86|16.64|Clouds|nublado|-46.8522|-23.6489
2021-09-21 18:55:45|São Carlos|BR|2021-09-21 06:01:57|2021-09-21 18:07:16|8.95|156|10000|31.46|31.46|1010|45|32.39|Clouds|nublado|-47.8908|-22.0175
2021-09-21 18:59:01|Indaiatuba|BR|2021-09-21 05:59:17|2021-09-21 18:04:33|9.26|130|10000|21.3|21.3|1015|78|21.52|Clouds|nuvens dispersas|-47.2181|-23.0903
2021-09-21 18:56:32|Cotia|BR|2021-09-21 05:58:13|2021-09-21 18:03:27|5.9|146|10000|15.46|17.04|1018|89|15.87|Clouds|nublado|-46.9472|-23.6704
2021-09-21 18:59:08|Americana|BR|2021-09-21 05:59:44|2021-09-21 18:05:00|8.42|142|10000|21.61|21.61|1013|66|21.55|Clouds|nublado|-47.3314|-22.7392
2021-09-21 18:59:11|Marília|BR|2021-09-21 06:10:11|2021-09-21 18:15:29|2.4|180|10000|29.74|29.74|1008|19|28.0|Clouds|nuvens dispersas|-49.9458|-22.2139
2021-09-21 18:59:15|Itapevi|BR|2021-09-21 05:58:10|2021-09-21 18:03:24|6.62|144|10000|16.36|20.32|1017|85|16.81|Clouds|nublado|-46.9342|-23.5489
2021-09-21 18:59:18|Araraquara|BR|2021-09-21 06:03:05|2021-09-21 18:08:24|3.04|200|10000|31.69|31.69|1008|23|29.86|Clouds|nublado|-48.1756|-21.7944
2021-09-21 18:59:22|Jacareí|BR|2021-09-21 05:54:17|2021-09-21 17:59:32|3.6|190|8000|19.17|22.05|1019|77|19.41|Clouds|nublado|-45.9658|-23.3053
2021-09-21 18:59:25|Hortolândia|BR|2021-09-21 05:59:18|2021-09-21 18:04:33|9.26|130|10000|21.49|21.49|1015|78|21.73|Clouds|nuvens dispersas|-47.22|-22.8583
2021-09-21 18:59:28|Presidente Prudente|BR|2021-09-21 06:15:57|2021-09-21 18:21:15|2.06|210|10000|35.75|35.75|1010|15|33.33|Clear|céu limpo|-51.3889|-22.1256
2021-09-21 18:59:32|Rio Claro|BR|2021-09-21 06:00:39|2021-09-21 18:05:56|7.19|150|10000|32.9|32.9|1012|66|39.9|Clouds|nublado|-47.5614|-22.4114
2021-09-21 18:55:22|Araçatuba|BR|2021-09-21 06:12:06|2021-09-21 18:17:27|4.12|210|10000|38.1|38.1|1009|11|35.27|Clouds|algumas nuvens|-50.4328|-21.2089
2021-09-21 18:59:39|Ferraz de Vasconcelos|BR|2021-09-21 05:55:54|2021-09-21 18:01:08|3.6|180|10000|15.05|18.14|1019|88|17.13|Clouds|nublado|-46.3686|-23.5408
2021-09-21 18:58:28|Santa Bárbara d'Oeste|BR|2021-09-21 06:00:04|2021-09-21 18:05:20|8.53|144|10000|21.64|21.64|1013|67|21.61|Clouds|nublado|-47.4136|-22.7536
2021-09-21 18:59:46|Francisco Morato|BR|2021-09-21 05:57:24|2021-09-21 18:02:39|6.12|144|10000|16.08|20.04|1016|82|16.71|Clouds|nublado|-46.7453|-23.2817
2021-09-21 18:59:49|Itapecerica da Serra|BR|2021-09-21 05:57:50|2021-09-21 18:03:03|5.87|149|10000|14.22|17.08|1018|88|15.91|Clouds|nublado|-46.8492|-23.7169
2021-09-21 18:59:53|Itu|BR|2021-09-21 05:59:37|2021-09-21 18:04:52|11.36|140|10000|21.51|21.51|1014|80|21.81|Clouds|nublado|-47.2992|-23.2642
2021-09-21 18:59:56|Bragança Paulista|BR|2021-09-21 05:56:38|2021-09-21 18:01:54|6.99|136|10000|16.12|19.69|1015|82|17.77|Clouds|nublado|-46.5556|-22.94
2021-09-21 19:00:00|Pindamonhangaba|BR|2021-09-21 05:52:16|2021-09-21 17:57:31|5.14|180|10000|19.49|24.86|1016|73|23.09|Clouds|nublado|-45.4617|-22.9239
2021-09-21 19:00:04|Itapetininga|BR|2021-09-21 06:02:38|2021-09-21 18:07:53|9.55|142|10000|15.88|15.88|1016|88|15.82|Clouds|nublado|-48.0531|-23.5917
2021-09-21 19:00:08|São Caetano do Sul|BR|2021-09-21 05:56:38|2021-09-21 18:01:52|7.6|143|10000|16.34|16.34|1020|93|16.46|Clouds|nublado|-46.5511|-23.6231
2021-09-21 19:00:12|Franco da Rocha|BR|2021-09-21 05:57:20|2021-09-21 18:02:35|6.24|144|10000|16.49|20.45|1017|81|16.31|Clouds|nublado|-46.7269|-23.3217
2021-09-21 19:00:16|Mogi Guaçu|BR|2021-09-21 05:58:10|2021-09-21 18:03:27|6.94|151|10000|23.45|23.45|1011|67|23.6|Clouds|nublado|-46.9422|-22.3722
2021-09-21 18:58:33|Jaú|BR|2021-09-21 06:04:38|2021-09-21 18:09:55|8.81|138|10000|37.57|37.57|1010|55|44.57|Clouds|nublado|-48.5578|-22.2964
2021-09-21 19:00:23|Botucatu|BR|2021-09-21 06:04:11|2021-09-21 18:09:27|6.71|141|10000|17.9|17.9|1013|79|17.81|Rain|chuva leve|-48.445|-22.8858
2021-09-21 18:57:31|Atibaia|BR|2021-09-21 05:56:47|2021-09-21 18:02:02|6.03|136|10000|16.04|20.0|1016|83|17.16|Clouds|nublado|-46.589|-23.131
2021-09-21 18:59:13|Santana de Parnaíba|BR|2021-09-21 05:58:06|2021-09-21 18:03:20|6.85|142|10000|16.54|20.5|1017|82|16.92|Clouds|nublado|-46.9178|-23.4442
2021-09-21 19:00:33|Araras|BR|2021-09-21 05:59:56|2021-09-21 18:05:13|7.53|152|10000|23.38|23.38|1011|65|23.47|Clouds|nublado|-47.3842|-22.3569
2021-09-21 19:00:37|Cubatão|BR|2021-09-21 05:56:08|2021-09-21 18:01:21|4.39|173|4380|21.27|21.27|1019|92|21.85|Clouds|nublado|-46.4253|-23.895
2021-09-21 19:00:40|Valinhos|BR|2021-09-21 05:58:24|2021-09-21 18:03:39|9.26|130|10000|20.87|20.87|1015|78|21.05|Clouds|nuvens dispersas|-46.9958|-22.9706
2021-09-21 19:00:44|Sertãozinho|BR|2021-09-21 06:02:20|2021-09-21 18:07:41|0.47|200|10000|32.86|32.86|1007|20|30.8|Clouds|nublado|-47.9903|-21.1378
2021-09-21 19:00:47|Jandira|BR|2021-09-21 05:58:02|2021-09-21 18:03:16|6.85|144|10000|16.51|20.47|1017|83|16.38|Clouds|nublado|-46.9025|-23.5275
2021-09-21 19:00:51|Birigui|BR|2021-09-21 06:11:44|2021-09-21 18:17:04|1.15|324|10000|32.9|32.9|1007|15|30.59|Clouds|nublado|-50.34|-21.2886
2021-09-21 19:00:54|Ribeirão Pires|BR|2021-09-21 05:56:05|2021-09-21 18:01:19|4.7|154|3233|16.35|16.35|1018|92|16.44|Clouds|nublado|-46.4133|-23.7106
2021-09-21 19:00:58|Votorantim|BR|2021-09-21 06:00:11|2021-09-21 18:05:25|8.73|138|10000|21.56|21.56|1016|83|21.94|Clouds|nublado|-47.4378|-23.5467
2021-09-21 19:00:51|Barretos|BR|2021-09-21 06:04:38|2021-09-21 18:10:00|2.88|277|10000|33.15|33.15|1007|15|30.82|Clouds|nublado|-48.5678|-20.5572
2021-09-21 19:01:05|Catanduva|BR|2021-09-21 06:06:16|2021-09-21 18:11:36|4.27|233|10000|31.51|31.51|1007|18|29.45|Clouds|nublado|-48.9728|-21.1378
2021-09-21 18:57:57|Várzea Paulista|BR|2021-09-21 05:57:44|2021-09-21 18:02:59|6.69|140|10000|16.52|20.48|1016|81|18.61|Rain|chuva leve|-46.8283|-23.2114
2021-09-21 19:01:12|Guaratinguetá|BR|2021-09-21 05:51:11|2021-09-21 17:56:27|3.48|219|10000|21.38|21.38|1016|83|21.74|Clouds|nuvens dispersas|-45.1925|-22.8164
2021-09-21 19:01:15|Tatuí|BR|2021-09-21 06:01:51|2021-09-21 18:07:06|9.93|145|10000|17.43|17.43|1015|82|17.37|Clouds|nublado|-47.8569|-23.3556
2021-09-21 19:01:19|Caraguatatuba|BR|2021-09-21 05:52:24|2021-09-21 17:57:37|2.77|199|7921|22.9|22.9|1018|95|23.73|Clouds|nublado|-45.4899|-23.6338
2021-09-21 19:01:22|Itatiba|BR|2021-09-21 05:57:46|2021-09-21 18:03:02|9.48|133|10000|20.29|20.29|1014|77|20.39|Clouds|nublado|-46.8389|-23.0058
2021-09-21 19:01:21|Salto|UY|2021-09-21 06:42:23|2021-09-21 18:47:25|4.04|127|10000|13.21|13.21|1025|68|12.36|Clouds|nublado|-57.9667|-31.3833
2021-09-21 19:01:29|Poá|BR|2021-09-21 05:55:49|2021-09-21 18:01:02|4.4|152|10000|16.38|18.18|1018|87|16.35|Clouds|nublado|-46.3447|-23.5281
2021-09-21 19:01:33|Ourinhos|BR|2021-09-21 06:09:53|2021-09-21 18:15:10|1.15|287|10000|30.81|30.81|1008|22|29.0|Clouds|nublado|-49.8706|-22.9789
2021-09-21 19:01:36|Paulínia|BR|2021-09-21 05:59:02|2021-09-21 18:04:18|9.17|138|10000|21.52|21.52|1012|67|21.48|Clouds|nublado|-47.1542|-22.7611
2021-09-21 18:56:45|Assis|BR|2021-09-21 06:12:03|2021-09-21 18:17:20|1.25|238|10000|32.13|32.13|1007|18|30.0|Clouds|nuvens dispersas|-50.4122|-22.6617
2021-09-21 19:01:43|Leme|BR|2021-09-21 05:59:58|2021-09-21 18:05:15|7.75|157|10000|24.35|24.35|1011|63|24.49|Clouds|nublado|-47.3903|-22.1856
2021-09-21 19:01:47|Itanhaém|BR|2021-09-21 05:57:36|2021-09-21 18:02:48|4.95|179|10000|21.25|21.25|1019|87|21.7|Clouds|nublado|-46.7889|-24.1831
2021-09-21 19:01:50|Caieiras|BR|2021-09-21 05:57:23|2021-09-21 18:02:38|6.61|145|10000|16.26|20.22|1017|80|16.03|Clouds|nublado|-46.7406|-23.3642
2021-09-21 19:01:11|Mairiporã|BR|2021-09-21 05:56:46|2021-09-21 18:02:01|5.21|143|10000|16.42|20.38|1017|83|16.28|Clouds|nublado|-46.5867|-23.3186
2021-09-21 19:01:57|Votuporanga|BR|2021-09-21 06:10:15|2021-09-21 18:15:37|1.63|234|10000|31.96|31.96|1007|15|29.76|Clear|céu limpo|-49.9728|-20.4228
2021-09-21 19:02:01|Itapeva|BR|2021-09-21 06:05:56|2021-09-21 18:11:10|8.34|135|10000|15.75|15.75|1015|88|15.68|Clouds|nublado|-48.8756|-23.9822
2021-09-21 19:02:05|Caçapava|BR|2021-09-21 05:53:15|2021-09-21 17:58:30|3.15|180|10000|19.49|19.49|1017|84|19.69|Clouds|nublado|-45.7069|-23.1008
2021-09-21 19:02:08|Mogi Mirim|BR|2021-09-21 05:58:14|2021-09-21 18:03:31|7.68|148|10000|21.15|21.15|1011|69|21.12|Clouds|nublado|-46.9578|-22.4319
2021-09-21 19:02:12|São João da Boa Vista|BR|2021-09-21 05:57:35|2021-09-21 18:02:53|3.45|144|10000|26.95|26.95|1010|46|27.14|Clouds|nublado|-46.7981|-21.9692
2021-09-21 19:01:42|São Roque|BR|2021-09-21 05:58:58|2021-09-21 18:04:12|7.52|139|10000|16.31|20.27|1016|87|16.27|Clouds|nublado|-47.1353|-23.5292
2021-09-21 19:02:19|Ubatuba|BR|2021-09-21 05:50:43|2021-09-21 17:55:57|4.52|208|10000|21.32|21.32|1018|91|21.88|Clouds|nublado|-45.0711|-23.4339
2021-09-21 19:02:22|Avaré|BR|2021-09-21 06:06:07|2021-09-21 18:11:23|8.99|127|10000|18.51|18.51|1013|76|18.4|Rain|chuva leve|-48.9258|-23.0986
2021-09-21 19:00:48|Arujá|BR|2021-09-21 05:55:43|2021-09-21 18:00:57|4.18|146|10000|16.17|17.98|1018|87|16.11|Clouds|nublado|-46.3208|-23.3961
2021-09-22 00:00:12|San Sebastian|ES|2021-09-22 07:55:10|2021-09-22 20:06:05|0.89|106|10000|15.91|17.31|1025|91|16.59|Clouds|nublado|-1.975|43.3128
2021-09-21 19:02:33|Lorena|BR|2021-09-21 05:50:55|2021-09-21 17:56:11|3.72|213|10000|21.98|21.98|1016|82|22.37|Clouds|nuvens dispersas|-45.1247|-22.7308
2021-09-21 19:02:36|Campo Limpo Paulista|BR|2021-09-21 05:57:27|2021-09-21 18:02:42|6.32|142|10000|16.05|20.01|1016|82|20.21|Clouds|nublado|-46.7584|-23.216
2021-09-21 19:02:40|Matão|BR|2021-09-21 06:03:51|2021-09-21 18:09:10|2.83|233|10000|32.1|32.1|1007|19|30.02|Clouds|nublado|-48.3658|-21.6033
2021-09-21 19:02:43|Cruzeiro|BR|2021-09-21 05:50:16|2021-09-21 17:55:32|3.25|196|10000|22.93|22.93|1015|83|23.45|Clouds|nuvens dispersas|-44.9628|-22.5761
2021-09-21 18:59:21|Ibiúna|BR|2021-09-21 05:59:19|2021-09-21 18:04:33|7.3|139|9213|15.64|16.48|1017|91|16.31|Clouds|nublado|-47.2225|-23.6564
2021-09-21 19:02:50|Vinhedo|BR|2021-09-21 05:58:19|2021-09-21 18:03:34|9.26|130|10000|20.58|20.58|1015|78|20.73|Clouds|nuvens dispersas|-46.9753|-23.0297
2021-09-21 19:01:20|Lins|BR|2021-09-21 06:09:21|2021-09-21 18:14:40|0.9|318|10000|32.16|32.16|1007|17|29.99|Clouds|nuvens dispersas|-49.7425|-21.6786
2021-09-21 19:02:57|Bebedouro|BR|2021-09-21 06:04:17|2021-09-21 18:09:38|3.58|218|10000|32.26|32.26|1007|17|30.08|Clouds|nublado|-48.4792|-20.9494
2021-09-21 19:03:01|Jaboticabal|BR|2021-09-21 06:03:40|2021-09-21 18:09:00|2.23|210|10000|31.67|31.67|1007|19|29.63|Clouds|nublado|-48.3222|-21.2547
2021-09-21 19:03:05|Cajamar|BR|2021-09-21 05:57:57|2021-09-21 18:03:12|6.66|142|10000|16.17|20.13|1016|81|15.96|Clouds|nublado|-46.8813|-23.3519
2021-09-21 18:59:21|Pirassununga|BR|2021-09-21 06:00:06|2021-09-21 18:05:24|1.03|120|10000|32.81|32.81|1011|35|32.54|Clouds|algumas nuvens|-47.4258|-21.9961
2021-09-21 19:03:12|Itapira|BR|2021-09-21 05:57:42|2021-09-21 18:02:58|6.26|148|10000|22.67|22.67|1011|70|22.82|Clouds|nublado|-46.8217|-22.4361
2021-09-21 19:00:16|Cosmópolis|BR|2021-09-21 05:59:12|2021-09-21 18:04:28|8.55|143|10000|21.49|21.49|1012|67|21.44|Clouds|nublado|-47.1961|-22.6458
2021-09-21 19:03:19|Amparo|BR|2021-09-21 05:57:28|2021-09-21 18:02:44|9.05|139|10000|19.9|19.9|1013|81|20.06|Clouds|nublado|-46.7644|-22.7011
2021-09-21 19:03:22|Embu-Guaçu|BR|2021-09-21 05:57:48|2021-09-21 18:03:01|4.67|153|9363|16.4|17.98|1018|92|16.98|Clouds|nublado|-46.8396|-23.8534
2021-09-21 19:03:26|Fernandópolis|BR|2021-09-21 06:11:20|2021-09-21 18:16:43|1.08|268|10000|31.54|31.54|1007|14|29.38|Clear|céu limpo|-50.2464|-20.2839
2021-09-21 19:03:29|Mococa|BR|2021-09-21 05:58:24|2021-09-21 18:03:44|1.63|159|10000|30.49|30.49|1008|24|28.82|Clouds|nuvens dispersas|-47.0047|-21.4678
2021-09-21 19:03:33|Lençóis Paulista|BR|2021-09-21 06:05:36|2021-09-21 18:10:53|5.13|117|10000|26.89|26.89|1010|40|26.78|Clouds|nublado|-48.8003|-22.5986
2021-09-21 19:03:36|Peruíbe|BR|2021-09-21 05:58:26|2021-09-21 18:03:38|3.86|175|10000|18.71|18.71|1019|90|18.99|Clouds|nublado|-46.9983|-24.32
2021-09-21 19:03:40|Tupã|BR|2021-09-21 06:12:26|2021-09-21 18:17:45|3.54|208|10000|31.65|31.65|1007|17|29.54|Clouds|nublado|-50.5136|-21.9347
2021-09-21 19:03:43|Penápolis|BR|2021-09-21 06:10:41|2021-09-21 18:16:01|1.45|360|10000|32.46|32.46|1007|17|30.26|Clouds|nublado|-50.0775|-21.4197
2021-09-21 19:03:47|Bertioga|BR|2021-09-21 05:55:00|2021-09-21 18:00:13|4.47|187|6093|21.28|22.85|1019|91|22.21|Clouds|nublado|-46.1386|-23.8544
2021-09-21 19:00:29|Batatais|BR|2021-09-21 06:00:43|2021-09-21 18:06:04|1.02|1|10000|29.79|29.79|1008|20|28.07|Clouds|nublado|-47.585|-20.8911
2021-09-21 19:01:33|Itupeva|BR|2021-09-21 05:58:39|2021-09-21 18:03:54|9.26|130|10000|16.89|20.85|1015|78|21.03|Clouds|nuvens dispersas|-47.0578|-23.1531
2021-09-21 19:03:57|Boituva|BR|2021-09-21 06:01:07|2021-09-21 18:06:21|10.22|143|10000|20.12|20.12|1014|79|20.25|Clouds|nublado|-47.6722|-23.2833
2021-09-21 19:04:01|Nova Odessa|BR|2021-09-21 05:59:36|2021-09-21 18:04:52|8.5|142|10000|20.56|20.56|1013|66|20.39|Clouds|nublado|-47.2958|-22.7775
2021-09-21 19:04:05|Ibitinga|BR|2021-09-21 06:05:42|2021-09-21 18:11:01|3.17|271|10000|32.08|32.08|1007|18|29.96|Clouds|nublado|-48.8289|-21.7578
2021-09-21 19:04:08|Mirassol|BR|2021-09-21 06:08:27|2021-09-21 18:13:48|2.73|209|10000|30.46|30.46|1007|17|28.54|Clouds|nuvens dispersas|-49.5211|-20.8192
2021-09-21 19:04:12|Monte Mor|BR|2021-09-21 05:59:41|2021-09-21 18:04:56|13.89|130|10000|20.64|20.64|1016|77|20.77|Clouds|algumas nuvens|-47.3158|-22.9467
2021-09-21 19:03:02|Jaguariúna|BR|2021-09-21 05:58:21|2021-09-21 18:03:37|9.97|137|10000|21.43|21.43|1012|72|21.51|Clouds|nublado|-46.9858|-22.7056
2021-09-21 19:03:41|Santa Isabel|BR|2021-09-21 05:55:19|2021-09-21 18:00:33|4.01|144|10000|17.03|18.84|1018|87|18.88|Clouds|nublado|-46.2214|-23.3156
2021-09-21 19:04:23|Taquaritinga|BR|2021-09-21 06:04:24|2021-09-21 18:09:44|3.25|229|10000|31.09|31.09|1007|18|29.09|Clouds|nublado|-48.5047|-21.4061
2021-09-21 19:04:27|Andradina|BR|2021-09-21 06:15:53|2021-09-21 18:21:14|1.73|242|10000|33.54|33.54|1006|14|31.14|Clouds|algumas nuvens|-51.3794|-20.8961
2021-09-21 19:04:31|Mongaguá|BR|2021-09-21 05:56:55|2021-09-21 18:02:08|4.76|181|9532|21.07|21.91|1019|89|21.56|Clouds|nublado|-46.6208|-24.0931
2021-09-21 19:03:36|Registro|BR|2021-09-21 06:01:49|2021-09-21 18:07:01|3.02|153|10000|18.09|18.09|1019|90|18.3|Clouds|nublado|-47.8436|-24.4875
2021-09-21 19:04:17|Porto Ferreira|BR|2021-09-21 06:00:19|2021-09-21 18:05:37|5.96|157|10000|28.84|28.84|1009|39|28.36|Clouds|nublado|-47.4792|-21.8539
2021-09-21 19:04:41|Capivari|BR|2021-09-21 06:00:27|2021-09-21 18:05:42|10.77|148|10000|20.72|20.72|1014|77|20.86|Clouds|nublado|-47.5078|-22.995
2021-09-21 19:04:45|Piedade|BR|2021-09-21 06:00:09|2021-09-21 18:05:22|7.64|142|7249|15.47|15.47|1016|90|15.42|Clouds|nublado|-47.4278|-23.7119
2021-09-21 19:01:10|São José do Rio Pardo|BR|2021-09-21 05:57:57|2021-09-21 18:03:16|2.6|165|10000|29.08|29.08|1008|27|27.78|Clouds|nuvens dispersas|-46.8886|-21.5956
