quando|cidade|pais|nascer_do_sol|por_do_sol|velocidade_vento|ang_vento|visibilidade|temperatura_min|temperatura_max|pressao|umidade|sensacao_termica|condicao_meteorologica|descricao|longitude|latitude
2021-09-21 19:27:23|Júlio Mesquita|BR|2021-09-21 06:09:32|2021-09-21 18:14:51|1.74|187|10000|32.24|32.24|1007|17|30.06|Clouds|nublado|-49.7872|-22.0089
2021-09-21 19:27:26|Motuca|BR|2021-09-21 06:02:59|2021-09-21 18:08:19|2.05|217|10000|34.57|34.57|1007|21|32.68|Clouds|nublado|-48.1511|-21.5081
2021-09-21 19:27:30|Ribeirão Corrente|BR|2021-09-21 06:00:43|2021-09-21 18:06:05|0.84|41|10000|29.89|29.89|1008|19|28.12|Clouds|nuvens dispersas|-47.5903|-20.4569
2021-09-21 19:27:33|Coronel Macedo|BR|2021-09-21 06:07:41|2021-09-21 18:12:55|9.51|118|10000|19.02|19.02|1013|78|19.01|Clouds|nublado|-49.3136|-23.6311
2021-09-21 19:27:37|Monteiro Lobato|BR|2021-09-21 05:53:47|2021-09-21 17:59:02|2.93|175|10000|18.73|26|1017|88|19.77|Clouds|nublado|-45.8397|-22.9567
2021-09-21 19:27:40|Pontalinda|BR|2021-09-21 06:12:27|2021-09-21 18:17:50|1.38|193|10000|32.37|32.37|1007|15|30.12|Clear|céu limpo|-50.5233|-20.4408
2021-09-21 19:27:44|Lupércio|BR|2021-09-21 06:09:40|2021-09-21 18:14:57|2.7|217|10000|30.04|30.04|1008|19|28.24|Clouds|nuvens dispersas|-49.8172|-22.415
2021-09-21 19:27:47|Ribeirão do Sul|BR|2021-09-21 06:10:07|2021-09-21 18:15:24|2.13|301|10000|31.99|31.99|1008|19|29.92|Clouds|nublado|-49.9285|-22.7862
2021-09-21 19:27:51|Tejupá|BR|2021-09-21 06:07:56|2021-09-21 18:13:11|8.36|115|10000|20.39|20.39|1012|71|20.34|Clouds|nublado|-49.3772|-23.3437
2021-09-21 19:27:54|João Ramalho|BR|2021-09-21 06:13:28|2021-09-21 18:18:46|3.08|230|10000|32.29|32.29|1008|17|30.11|Clouds|nuvens dispersas|-50.7678|-22.2503
2021-09-21 19:27:58|Santa Cruz da Conceição|BR|2021-09-21 06:00:12|2021-09-21 18:05:30|8.1|157|10000|28.71|28.71|1011|62|30.84|Clouds|nublado|-47.4519|-22.1403
2021-09-21 19:28:01|Murutinga do Sul|BR|2021-09-21 06:15:28|2021-09-21 18:20:50|1.78|272|10000|33.31|33.31|1007|14|30.93|Clouds|algumas nuvens|-51.2775|-20.9933
2021-09-21 19:28:05|Buritizal|BR|2021-09-21 06:01:11|2021-09-21 18:06:34|0.68|349|10000|32.7|32.7|1008|18|30.53|Clouds|nuvens dispersas|-47.7088|-20.1913
2021-09-21 19:28:08|Onda Verde|BR|2021-09-21 06:07:32|2021-09-21 18:12:55|2.91|235|10000|35.12|35.12|1007|16|32.77|Clouds|algumas nuvens|-49.2953|-20.6
2021-09-21 19:28:12|Sandovalina|BR|2021-09-21 06:17:27|2021-09-21 18:22:45|3.09|206|10000|33.25|33.25|1007|18|31.05|Clouds|nublado|-51.7631|-22.4561
2021-09-21 19:25:21|Ocauçu|BR|2021-09-21 06:10:05|2021-09-21 18:15:23|2.41|211|10000|31.04|31.04|1008|19|29.08|Clouds|nuvens dispersas|-49.9228|-22.4389
2021-09-21 19:28:19|Cabrália Paulista|BR|2021-09-21 06:07:45|2021-09-21 18:13:02|3.49|229|10000|34.53|34.53|1008|18|32.34|Clouds|nuvens dispersas|-49.3375|-22.4556
2021-09-21 19:28:22|Itapirapuã Paulista|BR|2021-09-21 06:07:07|2021-09-21 18:12:20|2.79|142|10000|17.98|17.98|1017|93|18.26|Clouds|nublado|-49.1704|-24.5735
2021-09-21 19:28:26|Iporanga|BR|2021-09-21 06:04:49|2021-09-21 18:10:01|1.99|124|8735|18.93|18.93|1018|93|19.31|Clouds|nublado|-48.5931|-24.5856
2021-09-21 19:28:29|Aparecida d'Oeste|BR|2021-09-21 06:13:52|2021-09-21 18:19:15|1.84|185|10000|32.41|32.41|1007|15|30.15|Clouds|algumas nuvens|-50.8797|-20.4494
2021-09-21 19:28:33|Caiabu|BR|2021-09-21 06:15:20|2021-09-21 18:20:38|3.33|174|10000|33.27|33.27|1007|17|31.02|Clouds|nublado|-51.2356|-22.0122
2021-09-21 19:28:36|Populina|BR|2021-09-21 06:12:29|2021-09-21 18:17:54|0.94|120|10000|32.31|32.31|1007|15|30.06|Clear|céu limpo|-50.5375|-19.9328
2021-09-21 19:28:40|Alfredo Marcondes|BR|2021-09-21 06:16:02|2021-09-21 18:21:21|3.03|171|10000|33.21|33.21|1007|17|30.96|Clouds|nublado|-51.4128|-21.9553
2021-09-21 19:28:43|Monte Castelo|BR|2021-09-21 06:16:39|2021-09-21 18:21:59|2.31|241|10000|34.05|34.05|1006|14|31.61|Clouds|algumas nuvens|-51.5686|-21.2994
2021-09-21 19:28:47|Altair|BR|2021-09-21 06:06:36|2021-09-21 18:11:58|3.41|247|10000|34.82|34.82|1007|15|32.4|Clouds|nublado|-49.0589|-20.5236
2021-09-21 19:28:50|Sao Jose do Barreiro|BR|2021-09-21 05:48:44|2021-09-21 17:54:00|1.61|160|10000|23.08|23.08|1016|90|23.79|Clouds|nublado|-44.5805|-22.6452
2021-09-21 19:28:54|Anhumas|BR|2021-09-21 06:15:56|2021-09-21 18:21:14|2.06|210|10000|32.78|32.78|1010|22|30.87|Clear|céu limpo|-51.3873|-22.2956
2021-09-21 19:28:57|Nova Luzitânia|BR|2021-09-21 06:11:25|2021-09-21 18:16:46|1.46|266|10000|32.39|32.39|1007|15|30.13|Clouds|nuvens dispersas|-50.2619|-20.8558
2021-09-21 19:29:01|Alto Alegre|BR|2021-09-21 06:10:50|2021-09-21 18:16:34|1.97|357|10000|32.99|32.99|1008|17|30.75|Clouds|algumas nuvens|-50.1648|-13.2772
2021-09-21 19:29:04|Presidente Alves|BR|2021-09-21 06:08:09|2021-09-21 18:13:27|2.8|231|10000|34.26|34.26|1008|18|32.06|Clouds|nublado|-49.4381|-22.1
2021-09-21 19:29:08|Pracinha|BR|2021-09-21 06:14:44|2021-09-21 18:20:03|3.31|180|10000|33.36|33.36|1007|17|31.1|Clouds|nublado|-51.0862|-21.8537
2021-09-21 19:29:11|Mariápolis|BR|2021-09-21 06:15:06|2021-09-21 18:20:26|2.99|176|10000|33.36|33.36|1007|16|31.05|Clouds|nuvens dispersas|-51.1814|-21.7989
2021-09-21 19:29:15|Paranapuã|BR|2021-09-21 06:12:41|2021-09-21 18:18:05|0.75|166|10000|31.69|31.69|1007|15|29.53|Clear|céu limpo|-50.5859|-20.1034
2021-09-21 19:29:18|Corumbataí|BR|2021-09-21 06:00:54|2021-09-21 18:06:12|8.11|155|10000|29.02|29.02|1011|64|31.71|Clouds|nublado|-47.6258|-22.22
2021-09-21 19:29:22|Inúbia Paulista|BR|2021-09-21 06:14:14|2021-09-21 18:19:33|3.35|188|10000|32.84|32.84|1007|17|30.61|Clouds|nublado|-50.9619|-21.7697
2021-09-21 19:29:25|Nova Independência|BR|2021-09-21 06:16:19|2021-09-21 18:21:41|2.16|256|10000|34.07|34.07|1006|14|31.63|Clouds|algumas nuvens|-51.49|-21.1039
2021-09-21 19:29:28|Suzanápolis|BR|2021-09-21 06:14:27|2021-09-21 18:19:50|1.97|183|10000|33.11|33.11|1007|15|30.78|Clouds|algumas nuvens|-51.0247|-20.5011
dado_indisponivel|Bom Sucesso de Itararé|BR|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dados_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel
2021-09-21 19:29:32|Indiaporã|BR|2021-09-21 06:11:30|2021-09-21 18:16:54|0.56|218|10000|32.66|32.66|1007|14|30.35|Clear|céu limpo|-50.2897|-19.98
2021-09-21 23:29:39|Areias|PT|2021-09-21 07:20:05|2021-09-21 19:32:51|2.37|46|10000|13.83|20.65|1019|47|17.73|Clear|céu limpo|-8.3455|39.7335
2021-09-21 19:29:42|Redenção da Serra|BR|2021-09-21 05:52:34|2021-09-21 17:57:49|3.63|166|5057|18.33|21.71|1018|91|19.72|Clouds|nublado|-45.5367|-23.2669
2021-09-21 19:29:46|Meridiano|BR|2021-09-21 06:11:03|2021-09-21 18:16:25|1.26|245|10000|31.73|31.73|1007|15|29.56|Clear|céu limpo|-50.1726|-20.3547
2021-09-21 19:29:49|Itaju|BR|2021-09-21 06:05:37|2021-09-21 18:10:55|2.51|204|10000|34.7|34.7|1008|18|32.51|Clouds|nublado|-48.8047|-21.9817
2021-09-21 19:29:02|Quadra|BR|2021-09-21 06:02:38|2021-09-21 18:07:53|9.36|145|10000|16.96|16.96|1015|85|16.93|Clouds|nublado|-48.0547|-23.2993
2021-09-21 19:29:56|Macedônia|BR|2021-09-21 06:11:07|2021-09-21 18:16:31|1.07|267|10000|32.02|32.02|1007|15|29.81|Clear|céu limpo|-50.1939|-20.1454
2021-09-21 19:30:00|Piquerobi|BR|2021-09-21 06:17:18|2021-09-21 18:22:37|2.46|187|10000|33.05|33.05|1007|15|30.73|Clouds|nublado|-51.7286|-21.8675
2021-09-21 19:30:03|Álvares Florence|BR|2021-09-21 06:10:00|2021-09-21 18:15:23|1.3|210|10000|31.5|31.5|1008|15|29.37|Clear|céu limpo|-49.9106|-20.3208
2021-09-21 19:30:07|Elisiário|BR|2021-09-21 06:06:49|2021-09-21 18:12:10|2.69|239|10000|35.18|35.18|1008|19|33.13|Clouds|nublado|-49.1117|-21.1656
2021-09-21 19:30:10|Sarutaiá|BR|2021-09-21 06:08:20|2021-09-21 18:13:36|7.26|125|10000|17.97|17.97|1014|79|17.89|Clouds|nublado|-49.4803|-23.2731
2021-09-21 19:30:14|Rifaina|BR|2021-09-21 06:00:02|2021-09-21 18:05:25|0.45|98|10000|34.45|34.45|1009|21|32.55|Clouds|algumas nuvens|-47.4214|-20.0806
2021-09-21 19:30:17|Adolfo|BR|2021-09-21 06:08:57|2021-09-21 18:14:17|0.95|318|10000|35.64|35.64|1007|18|33.52|Clouds|nublado|-49.6436|-21.235
2021-09-22 03:30:21|Platina|RU|2021-09-22 06:43:39|2021-09-22 19:00:24|1.76|333|10000|-0.4|-0.4|1024|95|-2.6|Clouds|nuvens dispersas|60.1911|58.6411
2021-09-21 19:30:24|Sebastianópolis do Sul|BR|2021-09-21 06:10:03|2021-09-21 18:15:25|1.2|205|10000|35.56|35.56|1008|17|33.32|Clouds|algumas nuvens|-49.9211|-20.655
2021-09-21 19:30:28|Mombuca|BR|2021-09-21 06:00:41|2021-09-21 18:05:56|8.67|146|10000|20.73|20.73|1015|75|20.82|Clouds|nublado|-47.5651|-22.9293
2021-09-21 19:30:31|Barão de Antonina|BR|2021-09-21 06:08:41|2021-09-21 18:13:55|8.97|117|10000|18.95|18.95|1015|77|18.91|Clouds|nublado|-49.5632|-23.6296
2021-09-21 19:30:35|Águas de São Pedro|BR|2021-09-21 06:01:55|2021-09-21 18:07:11|7.65|151|10000|19.42|19.42|1015|77|19.43|Clouds|nublado|-47.8761|-22.5994
2021-09-21 19:30:38|Pongaí|BR|2021-09-21 06:07:51|2021-09-21 18:13:10|2.75|215|10000|30.35|30.35|1008|19|28.49|Clouds|nuvens dispersas|-49.3667|-21.7364
2021-09-21 19:30:42|Queiroz|BR|2021-09-21 06:11:21|2021-09-21 18:16:40|1.74|139|10000|31.16|31.16|1008|18|29.15|Clouds|nublado|-50.2403|-21.7989
2021-09-21 19:30:46|Jumirim|BR|2021-09-21 06:01:35|2021-09-21 18:06:50|9.12|142|10000|20.62|20.62|1016|78|20.77|Clouds|nublado|-47.7907|-23.0832
2021-09-22 00:30:49|Ribeira|ES|2021-09-22 08:21:07|2021-09-22 20:31:52|1.54|0|10000|15.32|18.22|1025|82|16.28|Clear|céu limpo|-8.4439|42.7461
2021-09-21 19:30:52|Itaóca|BR|2021-09-21 05:24:06|2021-09-21 17:30:27|2.57|90|10000|26.68|26.96|1012|74|29.12|Clouds|algumas nuvens|-38.5551|-3.7726
2021-09-21 19:30:56|Alvinlândia|BR|2021-09-21 06:09:27|2021-09-21 18:14:44|2.24|236|10000|29.74|29.74|1008|19|28|Clouds|nuvens dispersas|-49.7631|-22.4442
2021-09-21 19:30:59|Emilianópolis|BR|2021-09-21 06:16:19|2021-09-21 18:21:38|2.32|182|10000|33.64|33.64|1007|17|31.37|Clouds|nublado|-51.4831|-21.8331
2021-09-21 19:31:03|Jeriquara|BR|2021-09-21 06:00:43|2021-09-21 18:06:05|0.41|43|10000|29.24|29.24|1009|19|27.62|Clouds|nuvens dispersas|-47.5892|-20.3111
2021-09-21 19:31:06|Rubinéia|BR|2021-09-21 06:14:21|2021-09-21 18:19:44|2.23|178|10000|32.28|32.28|1007|17|30.1|Clear|céu limpo|-50.9996|-20.1718
2021-09-22 00:28:03|Arrondissement de Nantes|FR|2021-09-22 07:53:09|2021-09-22 20:04:58|2.57|50|10000|11.5|14.96|1028|63|13.14|Clear|céu limpo|-1.5833|47.1667
2021-09-21 19:31:13|Rubiácea|BR|2021-09-21 06:13:17|2021-09-21 18:18:38|1.81|193|10000|30.69|30.69|1007|16|28.71|Clouds|nuvens dispersas|-50.7296|-21.3006
2021-09-21 19:31:17|Magda|BR|2021-09-21 06:11:16|2021-09-21 18:16:38|0.93|228|10000|30.13|30.13|1008|16|28.25|Clouds|algumas nuvens|-50.2261|-20.6439
2021-09-21 19:31:20|Santo Expedito|BR|2021-09-21 06:15:57|2021-09-21 18:21:16|2.38|175|10000|33.25|33.25|1007|18|31.05|Clouds|nublado|-51.3922|-21.8506
2021-09-21 19:31:24|Pedrinhas Paulista|BR|2021-09-21 06:13:34|2021-09-21 18:18:51|1.75|189|10000|30.34|30.34|1008|23|28.64|Clouds|nublado|-50.7924|-22.8157
2021-09-21 19:31:27|Mira Estrela|BR|2021-09-21 06:10:54|2021-09-21 18:16:17|0.43|189|10000|31.67|31.67|1007|17|29.56|Clear|céu limpo|-50.1372|-19.9794
2021-09-21 19:31:31|Marapoama|BR|2021-09-21 06:06:54|2021-09-21 18:12:14|2.33|251|10000|35.38|35.38|1008|19|33.35|Clouds|nublado|-49.1315|-21.2575
2021-09-21 19:31:34|Bento de Abreu|BR|2021-09-21 06:13:37|2021-09-21 18:18:58|1.54|195|10000|30.69|30.69|1007|16|28.71|Clouds|nuvens dispersas|-50.8119|-21.2706
2021-09-21 19:31:38|Santa Mercedes|BR|2021-09-21 06:17:23|2021-09-21 18:22:44|2.17|211|10000|32.83|32.83|1007|15|30.53|Clouds|nuvens dispersas|-51.7553|-21.3508
2021-09-21 19:31:41|Floreal|BR|2021-09-21 06:10:56|2021-09-21 18:16:18|1.04|225|10000|30.07|30.07|1008|16|28.21|Clouds|algumas nuvens|-50.1453|-20.6767
2021-09-21 19:31:45|Brejo Alegre|BR|2021-09-21 06:11:07|2021-09-21 18:16:27|0.63|342|10000|31.68|31.68|1007|16|29.54|Clouds|nuvens dispersas|-50.1853|-21.1664
2021-09-21 15:30:22|San Francisco|US|2021-09-21 06:56:55|2021-09-21 19:08:23|5.66|310|10000|28.07|39.24|1017|32|31.46|Smoke|fumaça|-122.4194|37.7749
2021-09-21 19:31:52|Taquaral|BR|2021-09-21 05:52:27|2021-09-21 17:57:43|3.46|153|10000|18.7|24.32|1016|66|24.17|Clouds|nublado|-45.5082|-22.5187
2021-09-21 19:31:55|Cândido Rodrigues|BR|2021-09-21 06:04:54|2021-09-21 18:10:14|3.06|237|10000|29.25|29.25|1008|20|27.65|Clouds|nublado|-48.6308|-21.3253
2021-09-21 19:31:59|Gabriel Monteiro|BR|2021-09-21 06:12:36|2021-09-21 18:17:56|1.73|181|10000|30.77|30.77|1008|17|28.79|Clouds|nublado|-50.5547|-21.5311
2021-09-21 19:32:02|Estrela do Norte|BR|2021-09-21 06:17:02|2021-09-21 18:22:20|3.97|214|10000|33.32|33.32|1008|21|31.34|Clouds|nublado|-51.6603|-22.4881
2021-09-21 17:32:06|Zacarías|CO|2021-09-21 05:57:33|2021-09-21 18:04:30|1.29|198|5333|24.28|24.28|1010|95|25.24|Clouds|nublado|-77.0028|3.8158
2021-09-21 19:32:09|Florínea|BR|2021-09-21 06:13:19|2021-09-21 18:18:35|1.86|183|10000|30.05|30.05|1008|22|28.35|Clouds|nublado|-50.7268|-22.9016
2021-09-21 19:32:13|Timburi|BR|2021-09-21 06:08:50|2021-09-21 18:14:06|7.65|129|10000|18.83|18.83|1014|76|18.75|Clouds|nublado|-49.6067|-23.2053
2021-09-21 19:32:16|Borebi|BR|2021-09-21 06:06:17|2021-09-21 18:11:34|6.51|116|10000|34|34|1012|58|41|Clouds|nublado|-48.9711|-22.5694
2021-09-21 19:32:20|Lutécia|BR|2021-09-21 06:11:58|2021-09-21 18:17:16|2.38|212|10000|30.57|30.57|1008|19|28.68|Clouds|nuvens dispersas|-50.394|-22.3384
2021-09-21 19:32:24|Oscar Bressane|BR|2021-09-21 06:11:31|2021-09-21 18:16:49|2.51|209|10000|30.8|30.8|1008|19|28.87|Clouds|nuvens dispersas|-50.2814|-22.3183
2021-09-21 19:32:27|Pontes Gestal|BR|2021-09-21 06:09:10|2021-09-21 18:14:33|1.63|241|10000|31.98|31.98|1008|15|29.78|Clear|céu limpo|-49.7033|-20.1667
2021-09-21 19:32:31|São João das Duas Pontes|BR|2021-09-21 06:11:52|2021-09-21 18:17:15|1.04|184|10000|30.89|30.89|1008|16|28.87|Clear|céu limpo|-50.3789|-20.3878
2021-09-21 19:32:34|Cássia dos Coqueiros|BR|2021-09-21 05:59:02|2021-09-21 18:04:22|1.25|193|10000|32.61|32.61|1009|26|31.06|Clouds|nublado|-47.1643|-21.2801
2021-09-21 19:32:38|Santa Rita d'Oeste|BR|2021-09-21 06:13:40|2021-09-21 18:19:04|1.87|172|10000|31.34|31.34|1007|16|29.25|Clear|céu limpo|-50.8318|-20.1448
2021-09-21 19:32:41|Óleo|BR|2021-09-21 06:07:46|2021-09-21 18:13:02|10.1|133|10000|18.95|18.95|1013|76|18.89|Clouds|nublado|-49.3408|-22.9423
2021-09-21 19:32:45|Pedranópolis|BR|2021-09-21 06:10:47|2021-09-21 18:16:11|1.32|203|10000|31.54|31.54|1008|15|29.4|Clear|céu limpo|-50.1103|-20.2475
2021-09-21 19:32:48|Arapeí|BR|2021-09-21 05:48:13|2021-09-21 17:53:28|2.32|166|9527|20.33|20.33|1017|91|20.79|Clouds|nublado|-44.4478|-22.6739
2021-09-21 19:32:52|Embaúba|BR|2021-09-21 06:05:43|2021-09-21 18:11:04|4.06|224|10000|34.9|34.9|1008|19|32.82|Clouds|nublado|-48.8356|-20.9825
2021-09-21 23:32:55|Sagres|PT|2021-09-21 07:22:50|2021-09-21 19:34:53|1.07|353|10000|21.12|21.12|1015|77|21.3|Clear|céu limpo|-8.9431|37.0086
2021-09-21 19:32:59|Torre de Pedra|BR|2021-09-21 06:03:12|2021-09-21 18:08:27|7.33|146|10000|17.12|17.12|1017|84|17.08|Clouds|nublado|-48.1941|-23.2478
2021-09-21 19:33:02|Lucianópolis|BR|2021-09-21 06:08:29|2021-09-21 18:13:47|3.31|211|10000|34.56|34.56|1009|20|32.56|Clouds|nuvens dispersas|-49.5225|-22.4311
2021-09-21 19:33:06|Nova Guataporanga|BR|2021-09-21 06:16:57|2021-09-21 18:22:18|2.34|212|10000|32.99|32.99|1007|15|30.67|Clouds|nuvens dispersas|-51.6466|-21.333
2021-09-22 00:30:04|Lourdes|FR|2021-09-22 07:47:29|2021-09-22 19:58:22|3.09|180|10000|11.71|12.51|1026|100|11.55|Clear|céu limpo|-0.05|43.1
2021-09-21 19:33:13|Monções|BR|2021-09-21 06:10:44|2021-09-21 18:16:05|0.71|242|10000|30.77|30.77|1008|16|28.77|Clouds|algumas nuvens|-50.0917|-20.8503
2021-09-21 19:33:16|Ribeirão dos Índios|BR|2021-09-21 06:16:51|2021-09-21 18:22:10|2.56|189|10000|33.35|33.35|1007|17|31.09|Clouds|nublado|-51.6167|-21.8167
2021-09-21 19:33:20|Parisi|BR|2021-09-21 06:10:24|2021-09-21 18:15:47|1.26|202|10000|31.35|31.35|1008|15|29.24|Clear|céu limpo|-50.0136|-20.3039
2021-09-21 19:33:23|Santa Cruz da Esperança|BR|2021-09-21 06:00:06|2021-09-21 18:05:26|2.25|179|10000|34.64|34.64|1009|28|33.79|Clouds|nublado|-47.431|-21.2919
2021-09-21 19:33:27|Dolcinópolis|BR|2021-09-21 06:12:24|2021-09-21 18:17:48|1.13|156|10000|30.25|30.25|1008|16|28.35|Clear|céu limpo|-50.5133|-20.1231
2021-09-21 19:33:30|Santa Clara d'Oeste|BR|2021-09-21 06:14:03|2021-09-21 18:19:27|1.74|179|10000|32.16|32.16|1007|16|29.96|Clear|céu limpo|-50.9264|-20.0939
2021-09-21 19:33:34|Marinópolis|BR|2021-09-21 06:13:39|2021-09-21 18:19:01|1.78|182|10000|30.88|30.88|1007|16|28.86|Clear|céu limpo|-50.8231|-20.4406
2021-09-21 19:33:37|São João do Pau d'Alho|BR|2021-09-21 06:17:02|2021-09-21 18:22:23|2.49|215|10000|32.91|32.91|1007|15|30.6|Clouds|nuvens dispersas|-51.6655|-21.2702
2021-09-21 19:33:41|Cruzália|BR|2021-09-21 06:13:35|2021-09-21 18:18:51|1.51|190|10000|31.33|31.33|1008|23|29.52|Clouds|nublado|-50.7936|-22.7356
2021-09-21 19:33:44|Turiúba|BR|2021-09-21 06:10:48|2021-09-21 18:16:09|0.45|288|10000|31.17|31.17|1007|16|29.1|Clouds|nuvens dispersas|-50.1075|-20.9333
2021-09-21 19:33:48|Guarani d'Oeste|BR|2021-09-21 06:11:42|2021-09-21 18:17:06|0.9|163|10000|30.9|30.9|1008|15|28.86|Clear|céu limpo|-50.3398|-20.0748
2021-09-21 19:33:51|São João de Iracema|BR|2021-09-21 06:11:46|2021-09-21 18:17:08|0.81|186|10000|30.94|30.94|1008|16|28.91|Clouds|algumas nuvens|-50.3526|-20.5134
2021-09-21 19:33:55|Mesópolis|BR|2021-09-21 06:12:50|2021-09-21 18:18:14|0.91|135|10000|31.45|31.45|1007|16|29.34|Clear|céu limpo|-50.6212|-19.9673
2021-09-21 19:33:58|Nova Canaã Paulista|BR|2021-09-21 06:14:09|2021-09-21 18:19:32|2.07|178|10000|31.3|31.3|1007|17|29.24|Clear|céu limpo|-50.9482|-20.3872
2021-09-21 19:34:02|União Paulista|BR|2021-09-21 06:09:58|2021-09-21 18:15:19|0.62|213|10000|35.45|35.45|1008|17|33.21|Clouds|nuvens dispersas|-49.8987|-20.8878
2021-09-21 19:34:05|Vitória Brasil|BR|2021-09-21 06:12:17|2021-09-21 18:17:41|1.22|167|10000|30.14|30.14|1008|16|28.26|Clear|céu limpo|-50.4848|-20.1979
2021-09-21 19:34:09|Paulistânia|BR|2021-09-21 06:08:01|2021-09-21 18:13:18|5.18|156|10000|34.58|34.58|1010|36|35.4|Clouds|nublado|-49.4028|-22.5783
2021-09-21 19:34:12|Aspásia|BR|2021-09-21 06:13:15|2021-09-21 18:18:39|1.78|167|10000|30.97|30.97|1007|16|28.94|Clear|céu limpo|-50.728|-20.16
2021-09-21 19:34:16|Dirce Reis|BR|2021-09-21 06:12:47|2021-09-21 18:18:09|1.37|185|10000|31.01|31.01|1007|16|28.97|Clear|céu limpo|-50.6063|-20.4664
2021-09-21 19:34:19|Arco-Íris|BR|2021-09-21 06:12:15|2021-09-21 18:17:34|2.61|190|10000|31.55|31.55|1008|17|29.45|Clouds|nublado|-50.4667|-21.7738
2021-09-21 19:34:23|Turmalina|BR|2021-09-21 05:41:13|2021-09-21 17:46:43|0.88|75|10000|28.06|28.06|1010|33|27.29|Clouds|nublado|-42.73|-17.2856
2021-09-21 19:34:26|Trabiju|BR|2021-09-21 06:03:44|2021-09-21 18:09:02|8|148|10000|25.41|25.41|1011|60|25.57|Clouds|nublado|-48.335|-22.0411
2021-09-21 19:34:30|Fernão|BR|2021-09-21 06:08:29|2021-09-21 18:13:46|3.06|215|10000|34.43|34.43|1009|20|32.42|Clouds|nuvens dispersas|-49.521|-22.3595
2021-09-21 19:34:33|Santa Salete|BR|2021-09-21 06:13:06|2021-09-21 18:18:30|2.03|171|10000|30.36|30.36|1008|16|28.44|Clear|céu limpo|-50.689|-20.2452
2021-09-21 19:34:37|Santana da Ponte Pensa|BR|2021-09-21 06:13:32|2021-09-21 18:18:56|2.33|172|10000|30.49|30.49|1008|16|28.54|Clear|céu limpo|-50.7976|-20.2544
2021-09-21 19:34:40|Flora Rica|BR|2021-09-21 06:15:54|2021-09-21 18:21:14|2.25|176|10000|33.37|33.37|1007|17|31.11|Clouds|nublado|-51.3805|-21.676
2021-09-21 19:34:44|Nova Castilho|BR|2021-09-21 06:11:44|2021-09-21 18:17:06|1.1|239|10000|31.09|31.09|1007|16|29.04|Clouds|nuvens dispersas|-50.3427|-20.7638
2021-09-21 19:34:47|Uru|BR|2021-09-21 06:07:31|2021-09-21 18:12:50|2.67|215|10000|35.1|35.1|1008|19|33.04|Clouds|nuvens dispersas|-49.282|-21.7846
2021-09-21 19:34:51|Borá|BR|2021-09-21 06:12:32|2021-09-21 18:17:50|2.87|209|10000|30.83|30.83|1008|18|28.87|Clouds|nublado|-50.5344|-22.2697
